,clean2,sentiment,followers_count,in_reply_to_screen_name,favorited,friends_count
3935,swagat hai aapka india ke best open network me what the hell claiming 4g and charging high price packa httpstcoh6l8hiprtt,-1.0,20,airtelindia,0,208
3936,i have been requesting for my refund due to the nonavailability of broadband however i didnt recie httpstcoqnrgghoi4e,0.0,11,airtelindia,0,95
3937,state haryana city hisar place sant nagar,0.0,898,airtel_care,0,5001
3938,rt i have to admit it taking was my biggest mistake they would not focus on solving customer is,-1.0,4131,,0,17
3939,you guys pay me full rs500 and also apologise apologise should be made by whole pune team and also httpstcofywglzlw0a,-1.0,2,fastestabhi,0,40
3940,this is your network in chennai and fyi i am using a 4g sim and volte handset httpstcoczhze55mqk,-1.0,75,airtelindia,0,197
3941,and mind you airtel u will get blasted with emails tweets everyday untill you take app httpstcoqftbhluij8,-1.0,388,varunkuthe,0,968
3942,cannot get in touch with dth support all routes are busy,0.0,3741,,0,2158
3943,need help httpstcodscxa1mx7r,0.0,136,Airtel_Presence,0,820
3944,yes correct  i am sick and tired with httpstcoryva7mwdxm,0.0,67,dhirumendiratta,0,312
3945,having some problems with my airtel no,0.0,4,Airtel_Presence,0,105
3946,rt hey  why my outgoing calls barred i am now in sudan internl roaming i have intern,0.0,417,,0,142
3947,your false claim of 4g network stands exposed in most areas even in bhubaneswar city limits providing 3g at the cost of 4g,-1.0,30,Airtel_Presence,0,68
3948,why my fone is not working from last 2 days inspite of oll payments done at my end 99289444333 eslacted to upper levl soon,-1.0,25,Airtel_Presence,0,189
3949,airtel has good international roaming plans now no need to get a new connection when you travel ,0.0,224,ShaliniSharma_,0,362
3950,hi  is it necessary to link aadhaar to my phone number is there any directive regarding this from goi,0.0,146,,0,70
3951,i had given a complaint for relocation of my dth since 2weeksits not yet donethe engr calls me daily to just postpone it,0.0,45,airtelindia,0,160
3952,just taken new connection you told me that i will get 21 gb 4g but i got only 1 gb in 399 plan,0.0,154,,0,260
3953,issue not resolved dear what happened in bad services,-1.0,18,Airtel_Presence,0,41
3954,i am gst registered and using a prepaid number how can i obtain gst invoice for recharge done,0.0,0,airtelindia,0,12
3955,rt dear why spend money on marketing when your team at ground not installing connections raised two connectio,-1.0,11,,0,44
3956,team it has been rejected one more time please let me know the reason y you guys httpstcoossotkwcdd,0.0,39,saurabhcseau,0,31
3957,ivan calling people but cannot hear anything i have three airtel nos facing same issue in all,0.0,201,Airtel_Presence,0,772
3958,till when do you want me to wait,0.0,1,Airtel_Presence,0,0
3959,rt its airtel 4g home wifi router connects 32 devices run on data c,0.0,1493,,0,121
3960,try to reset apn settings settings  & gtmobile network,1.0,482,muralacsekhar18,0,453
3961,bought new phone but airtel sim is locked please help,0.0,112,Airtel_Presence,0,262
3962,thank you for replying should i share it over dm please provide me with an email to which i can send a screenshot,0.0,4848,Airtel_Presence,0,397
3963,this is your 4g speed its 622mb file jio2g #  httpstcojwxna5iwba,0.0,36,JioCare,0,190
3964,984576952 got a booster pack activated without my permission this afternoon deactivate asap httpstcorlshiprawy,0.0,249,Airtel_Presence,0,639
3965,rt worst customer service provider mr prafull deshmukh was offensively impolitevery bad image for your brand,-1.0,20,,0,275
3966,so as i tweeted earlier that this is a big i was not wrongnobody calls mei httpstcode9dhaj7gg,0.0,9068,Airtel_Presence,0,1663
3967,before suggesting pl check yourself the data quality in my area rectify the issue this is happening for quite some time,-1.0,30,Airtel_Presence,0,68
3968,hi triyanka can you kindly rt this thread thank you httpstco9fkjj3aeqh,0.0,1377,Airtel_Presence,0,176
3969,very disappointed with 4g 4mb taken 10 minutes very bad network httpstcokcxjz8oran,0.0,755,Airtel_Presence,0,1683
3970,rt guys is there any way i could take legal action against blatant and nonstop fleecing httpstc,-1.0,2,,0,22
3971,i did not get it till now,0.0,9,Airtel_Presence,0,71
3972,rt this is called internet speed you provide httpstco3y1hicm5ep,-1.0,9,,0,49
3973,what the fuck is this now y d hell r you guys cheating meneither giving 1gbday data nor 70days v httpstcoupmajnoqfq,-1.0,21,airtelindia,0,283
3974,it would be more greatful if you give me the no of your model sasha chettri thank you,1.0,11,Airtel_Presence,0,16
3975,i have done this at least ten times if not more,0.0,291,Airtel_Presence,0,1507
3976,vodafone sucks port out to airtel network,1.0,3,VodafoneIN,0,83
3977,this is rediulous cannot you read the above tweets properly i am facing issue everywhere i go th httpstcolqywmzvho4,-1.0,116,Airtel_Presence,0,427
3978,internet is very slow  broadbandwill dm my number and contact details,-1.0,484,Airtel_Presence,0,636
3979,airteldth your west region no 02044448080 is playing as wrong no  am not able to do simple recharge for my second connection,0.0,87,airtelindia,0,221
3980,hi have not received a callback for discussion on installation of broadband,0.0,14,Airtel_Presence,0,237
3981,"your ntwrk has bcome horrible since a couple of mnthscant connect any call without hearing  ""  all lines are busy  ""  atleast twice",-1.0,46,Airtel_Presence,0,126
3982,rt hi ref 79414740 updating you with my speed trai test report 4 g at 813 am 15917 had,0.0,43932,,0,2483
3983,just recieved a call again they say cannot delete my no but will call unnecessarily the goon on httpstcofgyn3roozt,0.0,705,theotherdemon02,0,729
3984,mine is a bangalore airtel number that has been ported to a chennai airtel number pls rectify the issue,0.0,77,Airtel_Presence,0,45
3985,i hv 3 sims  1gbmth over in 2 days  network does not allow even 4 a day  survive 4 u jio,0.0,287,,0,404
3986,facing problems with airtel network at jamshedpur having call drops in between  are you indias no 1 network,0.0,536,,0,2032
3987,i am waiting for technician visitstill my problem is not resolved,0.0,22,Airtel_Presence,0,140
3988,locationhouse no204gali no8block f molarband ext badarpur new delhi 110044 alternate no na signal bars 2,0.0,5029,Airtel_Presence,0,1128
3989,doordarshan bhawan  mandi house 110001  and vinayak society sector 9  pincode  201012 sign httpstcoa2zyjz6llv,0.0,144,Airtel_Presence,0,333
3990,need assistance with respect to broadband connection can you help,0.0,739,Airtel_Presence,0,544
3991,and now i am like a beggar to get my recharge done no response from officials it was worst since the beginning  & amp it now also,-1.0,74,airtelindia,0,283
3992,has not happened yet man,0.0,159,Airtel_Presence,0,141
3993,rt hey  why my outgoing calls barred i am now in sudan internl roaming i have intern,0.0,157,,0,400
3994,"  ""  change is the only constant  ""   srikanth balachandran chro talks about the importance of moving forward at",1.0,9562,,0,875
3995,i think has been banned in delhi,0.0,196,,0,279
3996,third class services provided by airtel,-1.0,2,airtelindia,0,11
3997,rt from more than a month you guys are checking only is this rocket science that you are unable to,0.0,19,,0,33
3998,what a poor service provider for dth unreachable service of tolled  & amp tollfree nos missed my indvsaus match,-1.0,27,airtelindia,0,16
3999,is the best way how can manage httpstco0cwbwuuw7m,0.0,230,AgentAniesh,0,511
4000,check out my result slowest in my area and no solution from past 6 mnths httpstco8ozwiqohfy,-1.0,62,,0,265
4001,thank you for your response i have followed the steps mentioned by you,1.0,0,JoelDsouza12,0,0
4002,"frustrated with   ""  indias fastest network  ""   but the   ""  slowest service  ""  its pathetic experience mob 9560844941",-1.0,5031,,0,1128
4003,rt is ram rahim of india telecom industry httpstcowfjbt7shc9,-1.0,18,,0,37
4004,i just downloaded the airtel tv app but no data offer was given ,0.0,61,Airtel_Presence,0,60
4005,care to reply,0.0,5599,nikhiltait,0,2509
4006,rt apit d4 solus jain heights jc road bangalore560027 mob  9743370600 bad part of this contac,0.0,83,,0,601
4007,another 60gb data free with httpstcomf47ll9fxx,-1.0,657,,0,473
4008,very worst network maximum time no internet and call also going on mute 80979230 httpstcoef7ubrx7oc,-1.0,5,Airtel_Presence,0,29
4009,refund my7 money you guys are full of shit always making excuses common you are better than this,-1.0,11,Airtel_Presence,0,95
4010,what a service given by airtel india i recharged with 399 and it was unsuccessful and now they are saying that you just wait,-1.0,74,airtelindia,0,283
4011,yes indoor network is too poor and even i cant able to talk i must have to stand in the b httpstcogvdxmgazlv,-1.0,1689,Airtel_Presence,0,2265
4012,i never see any action expect hearing your apologies,-1.0,99,Airtel_Presence,0,164
4013,bullshit i will show how slow is airtel,-1.0,2,Airtel_Presence,0,18
4014,can you work on it and make sure that network issue gets resolved,0.0,210,ankurv46,0,978
4015,transparency in airtel 4g international roaming packs needed httpstco28h799d9om via yep totally,-1.0,29,,0,97
4016,your 4g service in abad really needs some boost the speed is ridiculously slow for httpstcocm0hudbxd2,0.0,43,Airtel_Presence,0,36
4017,sry i m not a dog who wll bark evry time such a nonsense cstmer srvice provided by airtel nd such httpstcomnlif90mbs,-1.0,32,Airtel_Presence,0,429
4018, your network suck i am tired of your service you gave me tons of data but what should i do it without network,-1.0,145,,0,400
4019,rt tired of following up for broadband service in whitefield charging double service down half,-1.0,10,,0,74
4020,world famous kovalam beach very poor internet by airtel thinking to port to jio wowwhat a jio coverage,-1.0,220,Airtel_Presence,0,55
4021,i am using 4g sim  & amp 4g handset,0.0,6,Airtel_Presence,0,10
4022,hi am not asking how to activate dnd dnd is activated few months back still loads of promotiona httpstco9aquh08u1n,1.0,127,Airtel_Presence,0,42
4023,it is good that you are carrying forward unused data bu question is what we will do with it httpstco7scdduqeys,0.0,142,Airtel_Presence,0,397
4024,hi one of my friends phone got stolen is it possible to track a phone using imei number,0.0,45,airtelindia,0,132
4025,can you answer this question airtel support team please,0.0,9,shreedharkant,0,1
4026,you should check my airtel complaint history piyush,0.0,1309,Airtel_Presence,0,161
4027, this number  9589017400 registered with you keeps giving me a call every 60 secs can you do something to make it stop,0.0,251,Airtel_Presence,0,813
4028,but the call centre harassment by is still continuing pls tell me how many times wi httpstcospx1ncxlsd,-1.0,482,Airtel_Presence,0,283
4029,wrost network ever shutdown this bloody company,-1.0,8,airtelindia,0,102
4030,hey why cannot i find the free 60gb data over 6 months banners on the app ,-1.0,836,Airtel_Presence,0,889
4031,rt issue number78573688 for network problem however same was closed with excuse that no further improve,0.0,1,,0,0
4032,rt unable 2 skype important moments of my child to my dearest even after subscribing for 16m,-1.0,54,,0,177
4033,indias 1st no 1 fake 4g network is airtel farji network,0.0,130,airtelindia,0,364
4034,airtel continues to suck in the middle of callscoma,-1.0,8,Airtel_Presence,0,26
4035,plz for god sake do not claim you r the best network experiencing worst network too much call drops net not working,-1.0,76,Airtel_Presence,0,165
4036,nope that title is only for you sir jee,0.0,110,kamaalrkhan,0,152
4037,hi ref 79414740 updating you with my speed trai test report 4 g at 813 am 15917 had httpstcodezrwsrmd1,0.0,37511,Airtel_Presence,0,8303
4038,do something and sort the issue fast plz and internet is still slow i am on my wifi,0.0,426,Airtel_Presence,0,1250
4039,abe pahle service to sahi de lo fir off dena,-1.0,16,airtelindia,0,43
4040,worst network till date rather shut down your work no speed no network alas,0.0,9,airtelindia,0,111
4041,05224047082 yet not working after your fairy tale of unplanned outage,0.0,55,Airtel_Presence,0,404
4042,that is nothing newits d most shittiest networki get gprs on a 4g sim,-1.0,241,FernsClint,0,1321
4043,kathipudi sankhavaram mandal east godavari districtap 533444edu00a0u00bdedu00b3u009e 9966699855alternate 98662 5655 httpstco5nwwve8m2l,0.0,82,Airtel_Presence,0,104
4044,rajarshi no resolution no information of our 10 mail reminders for cell no 9829365000 appears httpstcowqq7nn8ixv,-1.0,127,Airtel_Presence,0,66
4045,79432784 international roaming is not working and your team seems to have no idea about fixing i am in the us and cutoff,0.0,31,,0,43
4046,the fastest network joke in balewadi  pune minutes ago edu00a0u00bdedu00b8u0082edu00a0u00bdedu00b8u0082edu00a0u00bdedu00b8u0082edu00a0u00bdedu00b8u0082edu00a0u00bd,-1.0,139,Airtel_Presence,0,145
4047,should stop fooling thier customers wpromises that you will improve network coverage httpstcou5hzmsqiyy,-1.0,28,dkhatadia,0,362
4048,congrats airtel you can be ashamed of urself httpstcotjz5ufnkc1,-1.0,88,Airtel_Presence,0,538
4049,getting to be 10 days now you have killed net connectivity on my phone still waiting your handl httpstcotpqicngttt,-1.0,498,Airtel_Presence,0,1756
4050,the team is so stubborn that they do not even dare to reply to my emails now got one of the causes to never go back to them,0.0,280,,0,933
4051,how it can be consumed i recharged on 14 sep you need to give my money back,0.0,4,Airtel_Presence,0,64
